Date,close,vol_regime,combined_score,position_scalar,short_vol,long_vol,regime_str
2016-12-07,192.779052734375,normal,2.3,1.0,0.0998,0.1122,bull_trend
2016-12-08,193.2510986328125,normal,2.3,1.0,0.0779,0.1006,bull_trend
2016-12-09,194.41844177246094,calm,2.45,1.0,0.0667,0.0974,bull_trend
2016-12-12,194.1953125,normal,2.3,1.0,0.0846,0.0925,bull_trend
2016-12-13,195.49131774902344,normal,2.3,1.0,0.0842,0.0931,bull_trend
2016-12-14,193.87771606445312,normal,2.3,1.0,0.0972,0.0932,bull_trend
2016-12-15,194.6759033203125,normal,2.3,1.0,0.0993,0.093,bull_trend
2016-12-16,194.29519653320312,normal,2.3,1.0,0.0921,0.0931,bull_trend
2016-12-19,194.7182159423828,normal,2.3,1.0,0.0928,0.0931,bull_trend
2016-12-20,195.46939086914062,normal,2.3,1.0,0.0827,0.091,bull_trend
2016-12-21,194.9254150390625,calm,2.45,1.0,0.0516,0.0906,bull_trend
2016-12-22,194.5887451171875,calm,2.45,1.0,0.0464,0.0899,bull_trend
2016-12-23,194.8736572265625,calm,2.45,1.0,0.044,0.088,bull_trend
2016-12-27,195.35719299316406,calm,2.45,1.0,0.0447,0.0874,bull_trend
2016-12-28,193.7426300048828,normal,2.3,1.0,0.0672,0.0889,bull_trend
2016-12-29,193.69949340820312,normal,2.3,1.0,0.0672,0.0867,bull_trend
2016-12-30,192.9915008544922,normal,2.3,1.0,0.0695,0.0861,bull_trend
2017-01-03,194.46786499023438,normal,2.3,1.0,0.0958,0.087,bull_trend
2017-01-04,195.624755859375,normal,2.3,1.0,0.1051,0.0867,bull_trend
2017-01-05,195.46939086914062,normal,2.3,1.0,0.0761,0.0865,bull_trend
2017-01-06,196.16871643066406,normal,2.3,1.0,0.0746,0.0867,bull_trend
2017-01-09,195.5211639404297,normal,2.3,1.0,0.0728,0.0867,bull_trend
2017-01-10,195.5211639404297,calm,2.45,1.0,0.0582,0.0862,bull_trend
2017-01-11,196.0737762451172,calm,2.45,1.0,0.0444,0.0819,bull_trend
2017-01-12,195.58163452148438,calm,2.45,1.0,0.0489,0.0822,bull_trend
2017-01-13,196.0305938720703,calm,2.45,1.0,0.0437,0.0817,bull_trend
2017-01-17,195.33987426757812,calm,2.45,1.0,0.0448,0.0823,bull_trend
2017-01-18,195.77163696289062,calm,2.45,1.0,0.048,0.0818,bull_trend
2017-01-19,195.04629516601562,calm,2.45,1.0,0.0484,0.0817,bull_trend
2017-01-20,195.76295471191406,calm,2.45,1.0,0.0559,0.0818,bull_trend
2017-01-23,195.25352478027344,calm,2.45,1.0,0.0551,0.0819,bull_trend
2017-01-24,196.5054168701172,normal,2.3,1.0,0.0677,0.0826,bull_trend
2017-01-25,198.20626831054688,normal,2.3,1.0,0.0866,0.0837,bull_trend
2017-01-26,197.99911499023438,normal,2.3,1.0,0.0761,0.0834,bull_trend
2017-01-27,197.6883087158203,normal,2.3,1.0,0.0821,0.0833,bull_trend
2017-01-30,196.46224975585938,normal,2.3,1.0,0.0973,0.0843,bull_trend
2017-01-31,196.4449920654297,normal,2.3,1.0,0.0858,0.0839,bull_trend
2017-02-01,196.52273559570312,calm,2.45,1.0,0.0418,0.0839,bull_trend
2017-02-02,196.65223693847656,calm,2.45,1.0,0.0451,0.0821,bull_trend
2017-02-03,198.00765991210938,normal,2.3,1.0,0.0736,0.0815,bull_trend
2017-02-06,197.6536865234375,calm,2.45,1.0,0.0526,0.0808,bull_trend
2017-02-07,197.6623992919922,calm,2.45,1.0,0.0524,0.0807,bull_trend
2017-02-08,197.92137145996094,normal,2.3,1.0,0.0519,0.0691,bull_trend
2017-02-09,199.0955810546875,normal,2.3,1.0,0.0599,0.0695,bull_trend
2017-02-10,199.88119506835938,normal,2.3,1.0,0.0488,0.0671,bull_trend
2017-02-13,200.96913146972656,calm,2.45,1.0,0.0409,0.0676,bull_trend
2017-02-14,201.77203369140625,calm,2.45,1.0,0.0286,0.0674,bull_trend
2017-02-15,202.8253631591797,calm,2.45,1.0,0.0142,0.0678,bull_trend
2017-02-16,202.65274047851562,calm,2.45,1.0,0.0405,0.0667,bull_trend
2017-02-17,202.97215270996094,calm,2.45,1.0,0.0425,0.0664,bull_trend
2017-02-21,204.1808624267578,calm,2.45,1.0,0.0444,0.0666,bull_trend
2017-02-22,203.9995574951172,normal,2.3,1.0,0.0517,0.0664,bull_trend
2017-02-23,204.1376953125,calm,2.45,1.0,0.0446,0.0652,bull_trend
2017-02-24,204.396728515625,calm,2.45,1.0,0.0405,0.0652,bull_trend
2017-02-27,204.71615600585938,calm,2.45,1.0,0.0405,0.0652,bull_trend
2017-02-28,204.16363525390625,calm,2.45,1.0,0.0282,0.0654,bull_trend
2017-03-01,207.0214385986328,normal,2.3,1.0,0.1016,0.0692,bull_trend
2017-03-02,205.71771240234375,stress,2.15,1.0,0.1216,0.0709,bull_trend
2017-03-03,205.8472137451172,stress,2.15,1.0,0.1218,0.0705,bull_trend
2017-03-06,205.23419189453125,stress,2.15,0.5,0.1257,0.0704,sideways
2017-03-07,204.6212158203125,stress,2.15,0.5,0.1262,0.0709,sideways
2017-03-08,204.2413787841797,calm,2.45,0.5,0.0396,0.0705,sideways
2017-03-09,204.5003204345703,calm,2.45,0.5,0.032,0.0704,sideways
2017-03-10,205.21694946289062,calm,2.45,1.0,0.0458,0.0663,bull_trend
2017-03-13,205.32057189941406,calm,2.45,1.0,0.0408,0.0662,bull_trend
2017-03-14,204.53485107421875,calm,2.45,1.0,0.045,0.0661,bull_trend
2017-03-15,206.30482482910156,normal,2.3,1.0,0.0724,0.0678,bull_trend
2017-03-16,205.89903259277344,normal,2.3,1.0,0.078,0.067,bull_trend
2017-03-17,205.53744506835938,normal,2.3,1.0,0.0779,0.0647,bull_trend
2017-03-20,205.31199645996094,normal,2.3,1.0,0.0784,0.0645,bull_trend
2017-03-21,202.67584228515625,stress,2.7,1.0,0.1208,0.0698,bull_trend
2017-03-22,203.15280151367188,normal,2.85,1.0,0.0911,0.0699,bull_trend
2017-03-23,202.93601989746094,normal,2.85,1.0,0.092,0.0696,bull_trend
2017-03-24,202.78860473632812,normal,2.85,1.0,0.0931,0.0694,bull_trend
2017-03-27,202.58047485351562,normal,2.85,1.0,0.0931,0.0693,bull_trend
2017-03-28,204.0546112060547,normal,2.85,1.0,0.0572,0.0705,bull_trend
2017-03-29,204.245361328125,normal,2.85,1.0,0.0565,0.0704,bull_trend
2017-03-30,204.89572143554688,normal,2.85,1.0,0.0544,0.0682,bull_trend
2017-03-31,204.41883850097656,normal,2.85,1.0,0.0602,0.0685,bull_trend
2017-04-03,204.06333923339844,normal,2.85,1.0,0.0623,0.068,bull_trend
2017-04-04,204.193359375,calm,3.0,1.0,0.0353,0.0666,bull_trend
2017-04-05,203.5863800048828,calm,3.0,1.0,0.0403,0.0662,bull_trend
2017-04-06,204.15870666503906,calm,2.45,1.0,0.0381,0.0663,bull_trend
2017-04-07,203.95050048828125,calm,2.45,1.0,0.0356,0.0661,bull_trend
2017-04-10,204.0719451904297,calm,2.45,1.0,0.0342,0.0656,bull_trend
2017-04-11,203.82911682128906,calm,2.45,1.0,0.0345,0.0657,bull_trend
2017-04-12,202.93601989746094,calm,2.45,1.0,0.0419,0.0664,bull_trend
2017-04-13,201.61795043945312,calm,2.45,1.0,0.0456,0.0676,bull_trend
2017-04-17,203.4042510986328,normal,2.85,1.0,0.094,0.0695,bull_trend
2017-04-18,202.79725646972656,normal,2.3,1.0,0.0948,0.0694,bull_trend
2017-04-19,202.4243927001953,normal,2.3,1.0,0.0949,0.0695,bull_trend
2017-04-20,204.0719451904297,stress,2.15,1.0,0.1102,0.0706,bull_trend
2017-04-21,203.421630859375,normal,2.3,1.0,0.0975,0.0708,bull_trend
2017-04-24,205.65882873535156,normal,2.85,1.0,0.1079,0.0734,bull_trend
2017-04-25,206.85546875,normal,2.85,1.0,0.0989,0.0732,bull_trend
2017-04-26,206.7253875732422,normal,2.85,1.0,0.0947,0.0715,bull_trend
2017-04-27,206.89881896972656,normal,2.85,1.0,0.0897,0.0715,bull_trend
2017-04-28,206.44790649414062,normal,2.85,1.0,0.0857,0.0715,bull_trend
2017-05-01,206.96820068359375,calm,3.0,1.0,0.0489,0.0702,bull_trend
2017-05-02,207.04627990722656,calm,3.0,1.0,0.0277,0.0702,bull_trend
2017-05-03,206.79478454589844,calm,3.0,1.0,0.0291,0.0703,bull_trend
2017-05-04,207.03756713867188,calm,3.0,1.0,0.0297,0.0703,bull_trend
2017-05-05,207.85264587402344,calm,3.0,1.0,0.0314,0.0695,bull_trend
2017-05-08,207.81800842285156,calm,3.0,1.0,0.0309,0.0694,bull_trend
2017-05-09,207.62718200683594,calm,3.0,1.0,0.0333,0.0695,bull_trend
2017-05-10,208.0000457763672,calm,3.0,1.0,0.0299,0.0695,bull_trend
2017-05-11,207.57521057128906,calm,3.0,1.0,0.0376,0.0689,bull_trend
2017-05-12,207.22830200195312,calm,3.0,1.0,0.0241,0.0687,bull_trend
2017-05-15,208.37301635742188,normal,2.85,1.0,0.0503,0.0688,bull_trend
2017-05-16,208.1822052001953,normal,2.85,1.0,0.0503,0.0685,bull_trend
2017-05-17,204.48817443847656,stress,2.15,1.0,0.1366,0.0769,bull_trend
2017-05-18,205.31199645996094,stress,2.7,1.0,0.1468,0.0773,bull_trend
2017-05-19,206.64730834960938,stress,2.7,1.0,0.1594,0.0783,bull_trend
2017-05-22,207.69659423828125,stress,2.7,1.0,0.1584,0.078,bull_trend
2017-05-23,208.15614318847656,stress,2.7,1.0,0.1595,0.0781,bull_trend
2017-05-24,208.6417999267578,calm,3.0,1.0,0.0291,0.0782,bull_trend
2017-05-25,209.63897705078125,calm,3.0,1.0,0.0295,0.0787,bull_trend
2017-05-26,209.59559631347656,calm,3.0,1.0,0.0343,0.0786,bull_trend
2017-05-30,209.41355895996094,calm,3.0,1.0,0.0358,0.0784,bull_trend
2017-05-31,209.36154174804688,calm,3.0,1.0,0.0376,0.0734,bull_trend
2017-06-01,211.0263671875,normal,2.85,1.0,0.0619,0.0738,bull_trend
2017-06-02,211.728759765625,normal,2.85,1.0,0.059,0.0741,bull_trend
2017-06-05,211.57273864746094,normal,2.85,1.0,0.0604,0.0738,bull_trend
2017-06-06,210.89634704589844,normal,2.85,1.0,0.0688,0.0738,bull_trend
2017-06-07,211.2865447998047,normal,2.85,1.0,0.0672,0.0737,bull_trend
2017-06-08,211.39056396484375,calm,3.0,1.0,0.0396,0.0737,bull_trend
2017-06-09,211.06973266601562,calm,3.0,1.0,0.0305,0.0736,bull_trend
2017-06-12,211.0263671875,calm,3.0,1.0,0.0306,0.0736,bull_trend
2017-06-13,212.0583038330078,calm,3.0,1.0,0.0388,0.0736,bull_trend
2017-06-14,211.78944396972656,calm,3.0,1.0,0.0412,0.0718,bull_trend
2017-06-15,211.3818817138672,calm,2.45,1.0,0.0446,0.0718,bull_trend
2017-06-16,211.4281005859375,calm,2.45,1.0,0.0425,0.0717,bull_trend
2017-06-19,213.18826293945312,normal,2.3,1.0,0.0699,0.0733,bull_trend
2017-06-20,211.75050354003906,normal,2.3,1.0,0.0869,0.0697,bull_trend
2017-06-21,211.69821166992188,normal,2.3,1.0,0.0864,0.0696,bull_trend
2017-06-22,211.6023712158203,normal,2.3,1.0,0.0851,0.0696,bull_trend
2017-06-23,211.8551025390625,normal,2.3,1.0,0.0853,0.0695,bull_trend
2017-06-26,211.9944610595703,normal,2.3,1.0,0.051,0.0694,bull_trend
2017-06-27,210.28662109375,normal,2.3,1.0,0.0602,0.0703,bull_trend
2017-06-28,212.16876220703125,normal,2.3,1.0,0.0959,0.0723,bull_trend
2017-06-29,210.30404663085938,stress,2.15,1.0,0.1169,0.0745,bull_trend
2017-06-30,210.69615173339844,stress,2.7,1.0,0.1178,0.0744,bull_trend
2017-07-03,211.05340576171875,stress,2.7,1.0,0.119,0.0743,bull_trend
2017-07-05,211.54139709472656,normal,2.85,1.0,0.101,0.0743,bull_trend
2017-07-06,209.60693359375,normal,2.85,1.0,0.0951,0.0765,bull_trend
2017-07-07,210.96629333496094,normal,2.85,1.0,0.0923,0.0773,bull_trend
2017-07-10,211.19287109375,normal,2.85,1.0,0.0918,0.0773,bull_trend
2017-07-11,211.03594970703125,normal,2.85,1.0,0.0914,0.0773,bull_trend
2017-07-12,212.6218719482422,normal,2.85,1.0,0.106,0.0785,bull_trend
2017-07-13,212.9791259765625,normal,2.85,1.0,0.0571,0.0778,bull_trend
2017-07-14,213.97250366210938,calm,3.0,1.0,0.0517,0.0768,bull_trend
2017-07-17,213.9463348388672,normal,2.85,1.0,0.0549,0.0751,bull_trend
2017-07-18,214.0596466064453,calm,3.0,1.0,0.0506,0.0747,bull_trend
2017-07-19,215.21853637695312,calm,3.0,1.0,0.0394,0.075,bull_trend
2017-07-20,215.3144073486328,calm,3.0,1.0,0.0417,0.0736,bull_trend
2017-07-21,215.1227264404297,calm,3.0,1.0,0.0395,0.0733,bull_trend
2017-07-24,215.07040405273438,calm,3.0,1.0,0.0398,0.0704,bull_trend
2017-07-25,215.5932159423828,calm,3.0,1.0,0.0405,0.0697,bull_trend
2017-07-26,215.60195922851562,calm,3.0,1.0,0.02,0.0696,bull_trend
2017-07-27,215.40151977539062,calm,3.0,1.0,0.0219,0.0697,bull_trend
2017-07-28,215.14886474609375,calm,3.0,1.0,0.0227,0.0696,bull_trend
2017-07-31,215.02682495117188,calm,2.45,1.0,0.0231,0.0695,bull_trend
2017-08-01,215.50613403320312,calm,2.45,1.0,0.0217,0.0696,bull_trend
2017-08-02,215.6106414794922,calm,2.45,1.0,0.0221,0.0695,bull_trend
2017-08-03,215.19239807128906,calm,2.45,1.0,0.0257,0.0697,bull_trend
2017-08-04,215.58453369140625,calm,2.45,1.0,0.0272,0.0694,bull_trend
2017-08-07,215.9853515625,calm,2.45,1.0,0.0272,0.0694,bull_trend
2017-08-08,215.4537811279297,calm,2.45,1.0,0.0326,0.0696,bull_trend
2017-08-09,215.445068359375,calm,2.45,1.0,0.0322,0.0696,bull_trend
2017-08-10,212.40402221679688,normal,2.3,1.0,0.1061,0.0754,bull_trend
2017-08-11,212.7177276611328,normal,2.3,1.0,0.1052,0.0753,bull_trend
2017-08-14,214.82643127441406,extreme_stress,2.0,1.0,0.1375,0.077,bull_trend
2017-08-15,214.80029296875,extreme_stress,2.0,1.0,0.137,0.077,bull_trend
2017-08-16,215.17498779296875,extreme_stress,2.0,0.5,0.1381,0.0675,sideways
2017-08-17,211.82020568847656,extreme_stress,2.0,0.5,0.1475,0.0747,sideways
2017-08-18,211.48907470703125,extreme_stress,2.0,0.5,0.1465,0.0738,sideways
2017-08-21,211.6547088623047,stress,2.15,0.5,0.1138,0.0732,sideways
2017-08-22,213.8679656982422,extreme_stress,2.55,0.5,0.1496,0.0759,sideways
2017-08-23,213.10110473632812,extreme_stress,2.0,0.5,0.1486,0.0762,sideways
2017-08-24,212.60450744628906,normal,2.3,0.5,0.0898,0.0758,sideways
2017-08-25,213.10110473632812,normal,2.3,0.5,0.0877,0.0759,sideways
2017-08-28,213.10984802246094,normal,2.3,1.0,0.0882,0.0759,bull_trend
2017-08-29,213.35386657714844,calm,2.45,1.0,0.0388,0.0759,bull_trend
2017-08-30,214.36463928222656,calm,2.45,1.0,0.0417,0.0749,bull_trend
2017-08-31,215.65423583984375,calm,2.45,1.0,0.0394,0.0755,bull_trend
2017-09-01,215.95921325683594,calm,2.45,1.0,0.0407,0.0755,bull_trend
2017-09-05,214.4081268310547,normal,2.3,1.0,0.0817,0.0767,bull_trend
2017-09-06,215.14010620117188,normal,2.3,1.0,0.0832,0.0769,bull_trend
2017-09-07,215.1139678955078,normal,2.3,1.0,0.079,0.0769,bull_trend
2017-09-08,214.86129760742188,normal,2.3,1.0,0.0635,0.0768,bull_trend
2017-09-11,217.15298461914062,normal,2.3,1.0,0.1041,0.0796,bull_trend
2017-09-12,217.88490295410156,normal,2.3,1.0,0.0736,0.0793,bull_trend
2017-09-13,217.9894561767578,normal,2.3,1.0,0.076,0.0792,bull_trend
2017-09-14,217.9197998046875,normal,2.85,1.0,0.0765,0.0791,bull_trend
2017-09-15,218.21316528320312,normal,2.85,1.0,0.0705,0.0791,bull_trend
2017-09-18,218.67723083496094,calm,3.0,1.0,0.0228,0.0776,bull_trend
2017-09-19,218.89614868164062,calm,3.0,1.0,0.0146,0.0762,bull_trend
2017-09-20,218.97500610351562,calm,3.0,1.0,0.0148,0.0762,bull_trend
2017-09-21,218.38824462890625,calm,3.0,1.0,0.0294,0.0764,bull_trend
2017-09-22,218.4320526123047,calm,3.0,1.0,0.0283,0.0764,bull_trend
2017-09-25,217.9854278564453,calm,3.0,1.0,0.0258,0.0766,bull_trend
2017-09-26,218.1168212890625,calm,3.0,1.0,0.0243,0.0746,bull_trend
2017-09-27,218.9662322998047,calm,3.0,1.0,0.0412,0.073,bull_trend
2017-09-28,219.22889709472656,calm,2.45,1.0,0.0339,0.0705,bull_trend
2017-09-29,219.9995574951172,calm,3.0,1.0,0.0383,0.0707,bull_trend
2017-10-02,220.95408630371094,calm,3.0,1.0,0.0268,0.071,bull_trend
2017-10-03,221.42691040039062,calm,2.45,1.0,0.0208,0.071,bull_trend
2017-10-04,221.6896209716797,calm,2.45,1.0,0.0224,0.0681,bull_trend
2017-10-05,223.0031280517578,calm,2.45,1.0,0.0294,0.0679,bull_trend
2017-10-06,222.74923706054688,calm,2.45,1.0,0.0436,0.0681,bull_trend
2017-10-09,222.38140869140625,normal,2.85,1.0,0.0481,0.0682,bull_trend
2017-10-10,222.96812438964844,normal,2.3,1.0,0.0488,0.0669,bull_trend
2017-10-11,223.3184051513672,normal,2.3,1.0,0.0488,0.0669,bull_trend
2017-10-12,222.9856414794922,calm,3.0,1.0,0.0314,0.0666,bull_trend
2017-10-13,223.257080078125,calm,3.0,1.0,0.0305,0.0666,bull_trend
2017-10-16,223.55482482910156,calm,2.45,1.0,0.0243,0.0666,bull_trend
2017-10-17,223.71246337890625,calm,2.45,1.0,0.0198,0.0659,bull_trend
2017-10-18,223.93138122558594,calm,2.45,1.0,0.0185,0.0659,bull_trend
2017-10-19,223.99267578125,calm,2.45,1.0,0.0068,0.0658,bull_trend
2017-10-20,225.14857482910156,calm,2.45,1.0,0.0314,0.0664,bull_trend
2017-10-23,224.27293395996094,normal,2.85,1.0,0.0509,0.067,bull_trend
2017-10-24,224.66697692871094,normal,2.85,1.0,0.0516,0.067,bull_trend
2017-10-25,223.55482482910156,normal,2.85,1.0,0.0659,0.0679,bull_trend
2017-10-26,223.84381103515625,normal,2.85,1.0,0.0669,0.0678,bull_trend
2017-10-27,225.6739501953125,normal,2.85,1.0,0.0833,0.0694,bull_trend
2017-10-30,224.8333282470703,normal,2.85,1.0,0.0827,0.0699,bull_trend
2017-10-31,225.18360900878906,normal,2.85,1.0,0.0826,0.0699,bull_trend
2017-11-01,225.4813690185547,normal,2.85,1.0,0.0672,0.0697,bull_trend
2017-11-02,225.56890869140625,normal,2.85,1.0,0.0679,0.0697,bull_trend
2017-11-03,226.322021484375,calm,3.0,1.0,0.0418,0.0698,bull_trend
2017-11-06,226.67227172851562,calm,3.0,1.0,0.017,0.0696,bull_trend
2017-11-07,226.51467895507812,calm,3.0,1.0,0.0238,0.0696,bull_trend
2017-11-08,226.8999481201172,calm,3.0,1.0,0.0241,0.0627,bull_trend
2017-11-09,226.0768280029297,calm,3.0,1.0,0.0428,0.0634,bull_trend
2017-11-10,226.00674438476562,calm,3.0,1.0,0.0343,0.0607,bull_trend
2017-11-13,226.21697998046875,calm,3.0,1.0,0.0324,0.0607,bull_trend
2017-11-14,225.6915283203125,calm,3.0,1.0,0.0353,0.061,bull_trend
2017-11-15,224.5618896484375,normal,2.85,1.0,0.0382,0.0526,bull_trend
2017-11-16,226.4708709716797,normal,2.85,1.0,0.0806,0.0544,bull_trend
2017-11-17,225.80535888671875,stress,2.7,1.0,0.084,0.055,bull_trend
2017-11-20,226.19070434570312,stress,2.15,1.0,0.0848,0.0516,bull_trend
2017-11-21,227.67056274414062,stress,2.7,1.0,0.0926,0.052,bull_trend
2017-11-22,227.4691925048828,normal,2.85,1.0,0.0769,0.0517,bull_trend
2017-11-24,227.99452209472656,normal,2.85,1.0,0.0569,0.0517,bull_trend
2017-11-27,227.8807373046875,normal,2.85,1.0,0.0471,0.0518,bull_trend
2017-11-28,230.19261169433594,normal,2.85,1.0,0.0753,0.0548,bull_trend
2017-11-29,230.05245971679688,normal,2.85,1.0,0.0744,0.0545,bull_trend
2017-11-30,232.0665740966797,normal,2.3,1.0,0.0812,0.0558,bull_trend
2017-12-01,231.58489990234375,stress,2.7,1.0,0.0923,0.0561,bull_trend
2017-12-04,231.30471801757812,stress,2.7,1.0,0.0941,0.0538,bull_trend
2017-12-05,230.4727783203125,normal,2.85,1.0,0.0775,0.0544,bull_trend
2017-12-06,230.51657104492188,normal,2.85,1.0,0.0772,0.0544,bull_trend
2017-12-07,231.24337768554688,normal,2.85,1.0,0.0406,0.0543,bull_trend
2017-12-08,232.50442504882812,normal,2.85,1.0,0.0566,0.0516,bull_trend
2017-12-11,233.20492553710938,normal,2.85,1.0,0.0551,0.0515,bull_trend
2017-12-12,233.6165008544922,calm,2.45,1.0,0.0308,0.0515,bull_trend
2017-12-13,233.5902557373047,calm,2.45,1.0,0.0324,0.0515,bull_trend
2017-12-14,232.6357421875,normal,2.85,1.0,0.0569,0.0525,bull_trend
2017-12-15,234.57298278808594,normal,2.85,1.0,0.072,0.0545,bull_trend
2017-12-18,236.06048583984375,normal,2.3,1.0,0.0792,0.0555,bull_trend
2017-12-19,235.15394592285156,stress,2.7,1.0,0.0913,0.0564,bull_trend
2017-12-20,235.0306854248047,stress,2.7,1.0,0.0917,0.0559,bull_trend
2017-12-21,235.51480102539062,normal,2.85,1.0,0.0787,0.0559,bull_trend
2017-12-22,235.45314025878906,normal,2.85,1.0,0.0598,0.0556,bull_trend
2017-12-26,235.1714630126953,calm,3.0,1.0,0.0336,0.0558,bull_trend
2017-12-27,235.28599548339844,calm,3.0,1.0,0.0197,0.0556,bull_trend
2017-12-28,235.77001953125,calm,3.0,1.0,0.0228,0.0556,bull_trend
2017-12-29,234.88107299804688,calm,3.0,1.0,0.0344,0.0562,bull_trend
2018-01-02,236.5621337890625,normal,2.85,1.0,0.0649,0.0572,bull_trend
2018-01-03,238.05844116210938,normal,2.85,1.0,0.0709,0.0581,bull_trend
2018-01-04,239.06182861328125,normal,2.3,1.0,0.0694,0.0584,bull_trend
2018-01-05,240.65496826171875,normal,2.3,1.0,0.0722,0.0587,bull_trend
