price,ev,equity,pv_cfs,pv_tv,tv_pct,fcf,growth_1,growth_2,terminal,wacc
1311.7028,2886.1482,2880.5592,697.139,2189.0092,75.8,28.324950669468524,29.25237647896614,16.74492940054649,3.0084184785700345,7.888488225609224
1081.7494,2381.16,2375.571,715.8645,1665.2955,69.9,28.29169823472354,32.7285193877881,18.88488953943793,3.4127651142645523,10.024375640994347
1232.7892,2712.8504,2707.2614,741.7748,1971.0756,72.7,24.174399974456694,37.35485340629444,19.76000526493486,3.481173917683811,9.59565398896288
1201.387,2643.8895,2638.3005,678.1594,1965.7301,74.3,24.37152970412656,34.13053803697272,17.709601258805602,3.4754900223690024,8.86053650376229
2281.5235,5015.9185,5010.3295,896.6018,4119.3167,82.1,23.55426666752255,36.79308132562058,20.267910259332616,2.045369923294372,5.979763045665104
682.3009,1503.9528,1498.3638,591.6513,912.3015,60.7,27.881532499850966,28.566570256599473,21.265107839278482,1.5691884462527887,11.337807552103977
1159.4323,2551.7553,2546.1663,703.4252,1848.3301,72.4,26.367235032457113,32.889777532931426,18.58922500689206,3.161963727151377,9.131916226828176
1499.2166,3297.937,3292.348,881.2209,2416.7161,73.3,29.788019183525805,34.43032063159707,20.912795784296435,2.8367415586283546,8.943390207090625
634.34,1398.6287,1393.0397,503.4776,895.1511,64.0,26.73828063158992,26.643777517122615,13.602093928910364,2.864885695964164,10.100368707084373
1508.5726,3318.4831,3312.8941,752.2045,2566.2786,77.3,24.8529056706211,33.02505929885839,20.559616656465625,2.6755065626129957,7.699743634911231
710.2526,1565.3361,1559.7471,583.8022,981.5339,62.7,26.309068755154104,29.422253670660055,18.815612842946784,1.6154948092772896,10.356858069374878
1231.687,2710.4298,2704.8408,745.9067,1964.5231,72.5,27.370064125302754,34.48150551880938,22.703030647455382,4.509255228288613,10.861759982012192
458.6607,1012.8288,1007.2398,359.9143,652.9145,64.5,18.500821044357437,26.612403566741545,15.068128989594989,2.50942627759851,9.916290337577719
1591.6058,3500.8278,3495.2388,710.6473,2790.1805,79.7,22.775938257599474,33.251378187684274,18.298368863206143,2.4062009330797833,6.67142317107754
817.2894,1800.3937,1794.8047,473.9738,1326.4199,73.7,22.01881562825797,27.06391328001506,14.581109647011836,3.207262767688802,8.270259634164043
1670.5615,3674.2181,3668.6291,1112.1926,2562.0255,69.7,35.65011109980988,37.139309072892424,22.452545523824885,2.6324807924671463,9.991499501497756
1054.685,2321.7253,2316.1363,653.3688,1668.3565,71.9,23.35140519672428,33.11766860219809,25.335497718078443,3.480722702312316,10.426290334616676
765.0877,1685.7565,1680.1675,572.6598,1113.0967,66.0,22.862455697570518,32.40033254215886,23.265219892013498,2.8813037022607575,11.282111176755503
1044.7578,2299.9247,2294.3357,686.7637,1613.161,70.1,28.271584551599283,31.46179099122945,20.379367227856047,3.742490141214944,10.43241653016575
